nodo,hora,pax
LineaE:1119,15,855
LineaE:1119,16,1308
LineaE:1119,17,1425
LineaE:1119,18,917
LineaE:1119,19,386
LineaE:1119,20,415
LineaE:1119,21,189
LineaE:1119,22,88
LineaE:1119,23,22
LineaE:1120,5,10
LineaE:1120,6,33
LineaE:1120,7,85
LineaE:1120,8,138
LineaE:1120,9,146
LineaE:1120,10,136
LineaE:1120,11,130
LineaE:1120,12,186
LineaE:1120,13,165
LineaE:1120,14,257
LineaE:1120,15,343
LineaE:1120,16,478
LineaE:1120,17,547
LineaE:1120,18,384
LineaE:1120,19,168
LineaE:1120,20,98
LineaE:1120,21,107
LineaE:1120,22,29
LineaE:1120,23,10
LineaE:1121,5,17
LineaE:1121,6,95
LineaE:1121,7,168
LineaE:1121,8,224
LineaE:1121,9,334
LineaE:1121,10,464
LineaE:1121,11,1620
LineaE:1121,12,1150
LineaE:1121,13,350
LineaE:1121,14,250
LineaE:1121,15,373
LineaE:1121,16,612
LineaE:1121,17,1905
LineaE:1121,18,821
LineaE:1121,19,320
LineaE:1121,20,506
LineaE:1121,21,1644
LineaE:1121,22,533
LineaE:1121,23,6
LineaE:1122,5,17
LineaE:1122,6,55
LineaE:1122,7,173
LineaE:1122,8,168
LineaE:1122,9,175
LineaE:1122,10,117
LineaE:1122,11,163
LineaE:1122,12,192
LineaE:1122,13,184
LineaE:1122,14,116
LineaE:1122,15,121
LineaE:1122,16,183
LineaE:1122,17,165
LineaE:1122,18,213
LineaE:1122,19,194
LineaE:1122,20,183
LineaE:1122,21,90
LineaE:1122,22,53
LineaE:1122,23,3
LineaE:1123,5,14
LineaE:1123,6,77
LineaE:1123,7,252
LineaE:1123,8,326
LineaE:1123,9,237
LineaE:1123,10,168
LineaE:1123,11,174
LineaE:1123,12,219
LineaE:1123,13,200
LineaE:1123,14,183
LineaE:1123,15,198
LineaE:1123,16,249
LineaE:1123,17,249
LineaE:1123,18,252
LineaE:1123,19,111
LineaE:1123,20,123
LineaE:1123,21,81
LineaE:1123,22,40
LineaE:1123,23,9
LineaE:1124,5,9
LineaE:1124,6,69
LineaE:1124,7,199
LineaE:1124,8,236
LineaE:1124,9,182
LineaE:1124,10,112
LineaE:1124,11,89
LineaE:1124,12,125
LineaE:1124,13,97
LineaE:1124,14,99
LineaE:1124,15,85
LineaE:1124,16,131
LineaE:1124,17,124
LineaE:1124,18,125
LineaE:1124,19,98
LineaE:1124,20,56
LineaE:1124,21,66
LineaE:1124,22,37
LineaE:1124,23,1
LineaE:1125,5,14
LineaE:1125,6,65
LineaE:1125,7,182
LineaE:1125,8,200
LineaE:1125,9,161
LineaE:1125,10,119
LineaE:1125,11,96
LineaE:1125,12,160
LineaE:1125,13,149
LineaE:1125,14,125
LineaE:1125,15,135
LineaE:1125,16,162
LineaE:1125,17,221
LineaE:1125,18,187
LineaE:1125,19,105
LineaE:1125,20,75
LineaE:1125,21,49
LineaE:1125,22,40
LineaE:1125,23,4
LineaE:1126,5,14
LineaE:1126,6,84
LineaE:1126,7,289
LineaE:1126,8,413
LineaE:1126,9,244
LineaE:1126,10,162
LineaE:1126,11,125
LineaE:1126,12,215
LineaE:1126,13,187
LineaE:1126,14,123
LineaE:1126,15,130
LineaE:1126,16,213
LineaE:1126,17,216
LineaE:1126,18,148
LineaE:1126,19,115
LineaE:1126,20,71
LineaE:1126,21,62
LineaE:1126,22,25
LineaE:1126,23,1
LineaE:1127,5,32
LineaE:1127,6,103
LineaE:1127,7,349
LineaE:1127,8,548
LineaE:1127,9,377
LineaE:1127,10,261
LineaE:1127,11,219
LineaE:1127,12,298
LineaE:1127,13,365
LineaE:1127,14,209
LineaE:1127,15,219
LineaE:1127,16,248
LineaE:1127,17,317
LineaE:1127,18,300
LineaE:1127,19,174
LineaE:1127,20,118
LineaE:1127,21,93
LineaE:1127,22,54
LineaE:1127,23,6
LineaE:1128,5,19
LineaE:1128,6,128
LineaE:1128,7,637
LineaE:1128,8,697
LineaE:1128,9,490
LineaE:1128,10,275
LineaE:1128,11,208
LineaE:1128,12,262
LineaE:1128,13,326
LineaE:1128,14,186
LineaE:1128,15,224
LineaE:1128,16,260
LineaE:1128,17,282
LineaE:1128,18,288
LineaE:1128,19,171
LineaE:1128,20,108
LineaE:1128,21,62
LineaE:1128,22,32
LineaE:1128,23,7
LineaE:1129,5,13
LineaE:1129,6,135
LineaE:1129,7,523
LineaE:1129,8,664
LineaE:1129,9,457
LineaE:1129,10,195
LineaE:1129,11,175
LineaE:1129,12,216
LineaE:1129,13,232
LineaE:1129,14,153
LineaE:1129,15,199
LineaE:1129,16,171
LineaE:1129,17,236
LineaE:1129,18,259
LineaE:1129,19,138
LineaE:1129,20,91
LineaE:1129,21,66
LineaE:1129,22,31
LineaE:1129,23,4
LineaE:1130,5,14
LineaE:1130,6,155
LineaE:1130,7,562
LineaE:1130,8,793
LineaE:1130,9,444
LineaE:1130,10,196
LineaE:1130,11,223
LineaE:1130,12,218
LineaE:1130,13,242
LineaE:1130,14,185
LineaE:1130,15,177
LineaE:1130,16,187
LineaE:1130,17,256
LineaE:1130,18,224
LineaE:1130,19,165
LineaE:1130,20,138
LineaE:1130,21,84
LineaE:1130,22,29
LineaE:1131,5,12
LineaE:1131,6,58
LineaE:1131,7,271
LineaE:1131,8,307
LineaE:1131,9,201
LineaE:1131,10,120
LineaE:1131,11,78
LineaE:1131,12,88
LineaE:1131,13,114
LineaE:1131,14,79
LineaE:1131,15,72
LineaE:1131,16,72
LineaE:1131,17,122
LineaE:1131,18,118
LineaE:1131,19,47
LineaE:1131,20,29
LineaE:1131,21,45
LineaE:1131,22,14
LineaE:1132,5,18
LineaE:1132,6,107
LineaE:1132,7,352
LineaE:1132,8,358
LineaE:1132,9,212
LineaE:1132,10,134
LineaE:1132,11,116
LineaE:1132,12,110
LineaE:1132,13,146
LineaE:1132,14,72
LineaE:1132,15,82
LineaE:1132,16,96
LineaE:1132,17,115
LineaE:1132,18,72
LineaE:1132,19,38
LineaE:1132,20,24
LineaE:1132,21,19
LineaE:1132,22,7
LineaE:1133,5,148
LineaE:1133,6,709
LineaE:1133,7,1482
LineaE:1133,8,1526
LineaE:1133,9,843
LineaE:1133,10,505
LineaE:1133,11,423
LineaE:1133,12,507
LineaE:1133,13,536
LineaE:1133,14,307
LineaE:1133,15,285
LineaE:1133,16,343
LineaE:1133,17,443
LineaE:1133,18,286
LineaE:1133,19,155
LineaE:1133,20,111
LineaE:1133,21,81
LineaE:1133,22,33
LineaE:1164,5,12
LineaE:1164,6,72
LineaE:1164,7,199
LineaE:1164,8,301
LineaE:1164,9,254
LineaE:1164,10,194
LineaE:1164,11,146
LineaE:1164,12,178
LineaE:1164,13,231
LineaE:1164,14,179
LineaE:1164,15,257
LineaE:1164,16,398
LineaE:1164,17,632
LineaE:1164,18,485
LineaE:1164,19,250
LineaE:1164,20,111
LineaE:1164,21,60
LineaE:1164,22,22
LineaE:1164,23,5
LineaE:1165,5,7
LineaE:1165,6,10
LineaE:1165,7,30
LineaE:1165,8,42
LineaE:1165,9,51
LineaE:1165,10,65
LineaE:1165,11,83
LineaE:1165,12,140
LineaE:1165,13,181
LineaE:1165,14,185
LineaE:1165,15,253
LineaE:1165,16,600
LineaE:1165,17,1128
LineaE:1165,18,1043
LineaE:1165,19,260
LineaE:1165,20,139
LineaE:1165,21,80
LineaE:1165,22,38
LineaE:1165,23,4
LineaE:1166,5,19
LineaE:1166,6,61
LineaE:1166,7,151
LineaE:1166,8,141
LineaE:1166,9,132
LineaE:1166,10,111
LineaE:1166,11,166
LineaE:1166,12,221
LineaE:1166,13,261
LineaE:1166,14,298
LineaE:1166,15,398
LineaE:1166,16,648
LineaE:1166,17,1137
LineaE:1166,18,948
LineaE:1166,19,402
LineaE:1166,20,259
LineaE:1166,21,220
LineaE:1166,22,107
LineaE:1166,23,14
LineaH:1134,5,75
LineaH:1134,6,764
LineaH:1134,7,2275
LineaH:1134,8,2268
LineaH:1134,9,1355
LineaH:1134,10,676
LineaH:1134,11,552
LineaH:1134,12,625
LineaH:1134,13,652
LineaH:1134,14,389
LineaH:1134,15,371
LineaH:1134,16,513
LineaH:1134,17,505
LineaH:1134,18,400
LineaH:1134,19,255
LineaH:1134,20,165
LineaH:1134,21,74
LineaH:1134,22,33
LineaH:1134,23,8
LineaH:1135,5,72
LineaH:1135,6,395
LineaH:1135,7,1061
LineaH:1135,8,1060
LineaH:1135,9,637
LineaH:1135,10,443
LineaH:1135,11,370
LineaH:1135,12,434
LineaH:1135,13,494
LineaH:1135,14,320
LineaH:1135,15,445
LineaH:1135,16,548
LineaH:1135,17,854
LineaH:1135,18,755
LineaH:1135,19,330
LineaH:1135,20,242
LineaH:1135,21,114
LineaH:1135,22,98
LineaH:1135,23,13
LineaH:1136,5,27
LineaH:1136,6,117
LineaH:1136,7,500
LineaH:1136,8,465
LineaH:1136,9,329
LineaH:1136,10,271
LineaH:1136,11,236
LineaH:1136,12,432
LineaH:1136,13,357
LineaH:1136,14,335
LineaH:1136,15,331
LineaH:1136,16,337
LineaH:1136,17,536
LineaH:1136,18,428
LineaH:1136,19,230
LineaH:1136,20,146
LineaH:1136,21,68
LineaH:1136,22,64
LineaH:1136,23,11
LineaH:1137,5,44
LineaH:1137,6,138
LineaH:1137,7,502
LineaH:1137,8,509
LineaH:1137,9,362
LineaH:1137,10,218
LineaH:1137,11,204
LineaH:1137,12,280
LineaH:1137,13,283
LineaH:1137,14,234
LineaH:1137,15,278
LineaH:1137,16,414
LineaH:1137,17,398
LineaH:1137,18,284
LineaH:1137,19,180
LineaH:1137,20,105
LineaH:1137,21,74
LineaH:1137,22,26
LineaH:1137,23,17
LineaH:1138,5,17
LineaH:1138,6,135
LineaH:1138,7,477
LineaH:1138,8,451
LineaH:1138,9,382
LineaH:1138,10,265
LineaH:1138,11,238
LineaH:1138,12,379
LineaH:1138,13,342
LineaH:1138,14,259
LineaH:1138,15,296
LineaH:1138,16,368
LineaH:1138,17,426
LineaH:1138,18,277
LineaH:1138,19,188
LineaH:1138,20,135
LineaH:1138,21,99
LineaH:1138,22,43
LineaH:1138,23,18
LineaH:1139,5,20
LineaH:1139,6,121
LineaH:1139,7,408
LineaH:1139,8,477
LineaH:1139,9,335
LineaH:1139,10,279
LineaH:1139,11,261
LineaH:1139,12,314
LineaH:1139,13,232
LineaH:1139,14,195
LineaH:1139,15,231
LineaH:1139,16,242
LineaH:1139,17,294
LineaH:1139,18,218
LineaH:1139,19,245
LineaH:1139,20,168
LineaH:1139,21,74
LineaH:1139,22,43
LineaH:1139,23,2
LineaH:1140,5,58
LineaH:1140,6,366
LineaH:1140,7,773
LineaH:1140,8,1180
LineaH:1140,9,922
LineaH:1140,10,604
LineaH:1140,11,632
LineaH:1140,12,636
LineaH:1140,13,733
LineaH:1140,14,579
LineaH:1140,15,636
LineaH:1140,16,609
LineaH:1140,17,766
LineaH:1140,18,719
LineaH:1140,19,381
LineaH:1140,20,214
LineaH:1140,21,126
LineaH:1140,22,75
LineaH:1140,23,24
LineaH:1141,5,6
LineaH:1141,6,30
LineaH:1141,7,183
LineaH:1141,8,214
LineaH:1141,9,149
LineaH:1141,10,166
LineaH:1141,11,212
LineaH:1141,12,286
LineaH:1141,13,387
LineaH:1141,14,269
LineaH:1141,15,340
LineaH:1141,16,433
LineaH:1141,17,434
LineaH:1141,18,439
LineaH:1141,19,234
LineaH:1141,20,142
LineaH:1141,21,59
LineaH:1141,22,51
LineaH:1141,23,6
LineaH:1160,5,14
LineaH:1160,6,70
LineaH:1160,7,238
LineaH:1160,8,307
LineaH:1160,9,246
LineaH:1160,10,265
LineaH:1160,11,366
LineaH:1160,12,564
LineaH:1160,13,513
LineaH:1160,14,459
LineaH:1160,15,604
LineaH:1160,16,798
LineaH:1160,17,763
LineaH:1160,18,739
LineaH:1160,19,495
LineaH:1160,20,380
LineaH:1160,21,224
LineaH:1160,22,122
LineaH:1160,23,11
LineaH:1161,5,16
LineaH:1161,6,63
LineaH:1161,7,314
LineaH:1161,8,415
LineaH:1161,9,368
LineaH:1161,10,337
LineaH:1161,11,453
LineaH:1161,12,533
LineaH:1161,13,590
LineaH:1161,14,629
LineaH:1161,15,761
LineaH:1161,16,921
LineaH:1161,17,999
LineaH:1161,18,883
LineaH:1161,19,621
LineaH:1161,20,493
LineaH:1161,21,275
LineaH:1161,22,105
LineaH:1161,23,21
LineaH:1162,5,6
LineaH:1162,6,79
LineaH:1162,7,325
LineaH:1162,8,361
LineaH:1162,9,359
LineaH:1162,10,329
LineaH:1162,11,373
LineaH:1162,12,453
LineaH:1162,13,465
LineaH:1162,14,431
LineaH:1162,15,742
LineaH:1162,16,1001
LineaH:1162,17,1169
LineaH:1162,18,940
LineaH:1162,19,702
LineaH:1162,20,530
LineaH:1162,21,181
LineaH:1162,22,126
LineaH:1162,23,15
LineaH:1163,5,5
LineaH:1163,6,12
LineaH:1163,7,48
LineaH:1163,8,56
LineaH:1163,9,143
LineaH:1163,10,154
LineaH:1163,11,203
LineaH:1163,12,197
LineaH:1163,13,258
LineaH:1163,14,180
LineaH:1163,15,186
LineaH:1163,16,415
LineaH:1163,17,641
LineaH:1163,18,588
LineaH:1163,19,446
LineaH:1163,20,528
LineaH:1163,21,169
LineaH:1163,22,63
LineaH:1163,23,8
