comp_origen,comp_destino,paso5,sbase,nombre_origen,nombre_destino
LineaA:1063,LineaA:1060,296.55880644473814,384.0,Primera Junta,San Jose de Flores
LineaA:1063,LineaA:1061,241.88206433177908,314.0,Primera Junta,Carabobo
LineaA:1063,LineaA:1062,90.59230542865583,109.0,Primera Junta,Puan
LineaA:1063,LineaA:1064,128.20052009458973,156.0,Primera Junta,Acoyte
LineaA:1063,LineaA:1065,397.3671648305022,455.0,Primera Junta,Rio de Janeiro
LineaA:1063,LineaA:1066,426.999558112183,421.0,Primera Junta,Castro Barros
LineaA:1063,LineaA:1067,276.26718686713417,266.0,Primera Junta,Loria
LineaA:1063,LineaA:1069,210.4977664132412,414.0,Primera Junta,Alberti
LineaA:1063,LineaA:1070,74.36873295038268,34.0,Primera Junta,Pasco
LineaA:1063,LineaA:1071,596.1493310450151,735.0,Primera Junta,Congreso
LineaA:1063,LineaA:1072,328.4834741002866,452.0,Primera Junta,Saenz Peña
LineaA:1063,LineaA:1074,270.0160191015575,399.0,Primera Junta,Piedras
LineaA:1063,LineaA:1076,856.0506310748145,1185.0,Primera Junta,Plaza de Mayo
LineaA:1063,LineaB:1077,41.033345998271315,78.0,Primera Junta,Juan Manuel de Rosas
